,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,last
35741,Middle East & North Africa,MEA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,7783828.0,7945279.0,8075881.0,8186317.0,8269145.0,8345365.0,8407438.0,8449446.0,8481326.0,8538309.0,8458129.0,8360475.0,8213302.0,8102610.0,7955340.0,7813494.0,7323580.0,7088707.0,6913088.0,7202352.0,7043952.0,6732135.0,6590926.0,6491419.0,6399888.0,6264691.0,6128554.0,5941144.0,5673025.0,5677605.0,5467898.0,5343865.0,5109269.0,4854768.0,4554431.0,5509343.0,5340067.0,5302615.0,3808170.0,3521994.0,3039247.0,4149622.0,3284159.0,2985859.0,4350574.0,4245102.0,4245102.0
35742,Middle East & North Africa,MEA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,4140916.0,4233724.0,4314942.0,4359380.0,4431552.0,4471127.0,4509088.0,4534584.0,4545046.0,4548927.0,4466373.0,4404115.0,4333154.0,4239119.0,4176529.0,4098499.0,4026375.0,3725095.0,3493456.0,3410696.0,3443225.0,3399507.0,3314864.0,3284711.0,3282112.0,3307915.0,3310440.0,3307074.0,3235963.0,3127794.0,2634075.0,2595036.0,2575954.0,2839650.0,2706371.0,2489031.0,3288141.0,3217587.0,3183087.0,1855223.0,1903511.0,1505115.0,2674267.0,1853265.0,1707297.0,3020825.0,2948807.0,2948807.0
36892,Middle East & North Africa (excluding high income),MNA,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,64.80904,64.8439,64.86517,64.9048,65.0849,65.03888,65.06552,65.09152,65.09782,65.14741,65.21518,65.7694,65.82293,65.88383,66.00905,66.06591,66.0681,66.02939,66.27572,66.92011,66.8681,67.49804,67.20725,66.6675,66.38727,66.06702,65.87132,65.41456,64.98359,64.81086,64.57829,68.81186,68.2556,67.82784,64.54409,64.53367,64.98587,62.73087,62.50225,62.70873,67.71262,65.358,67.34429,60.88891,64.25366,64.02023,59.20394,59.16118,59.16118
36893,Middle East & North Africa (excluding high income),MNA,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,11146449.0,11407621.0,11659066.0,11886777.0,12036859.0,12197945.0,12303057.0,12402580.0,12478440.0,12501356.0,12527219.0,12483195.0,12334360.0,12157509.0,11893572.0,11701921.0,11496242.0,11310492.0,10553863.0,10127147.0,9873937.0,10229414.0,10052241.0,9676871.0,9505028.0,9405776.0,9433317.0,9318895.0,9198970.0,8951832.0,8587915.0,8037970.0,7807294.0,7686259.0,7718618.0,7331750.0,6820216.0,8599681.0,8367770.0,8369276.0,5551060.0,5318779.0,4451238.0,6753787.0,5050428.0,4601275.0,7281591.0,7110731.0,7110731.0
36894,Middle East & North Africa (excluding high income),MNA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,7223907.0,7397147.0,7562673.0,7715089.0,7834178.0,7933407.0,8005048.0,8073028.0,8123193.0,8144309.0,8169649.0,8210122.0,8118837.0,8009832.0,7850834.0,7730980.0,7595349.0,7468249.0,6994649.0,6777098.0,6602514.0,6904653.0,6755835.0,6451328.0,6310128.0,6214116.0,6213851.0,6095914.0,5977821.0,5801759.0,5545928.0,5531077.0,5328915.0,5213424.0,4981911.0,4731448.0,4432177.0,5394655.0,5230045.0,5248267.0,3758769.0,3476248.0,2997654.0,4112307.0,3245085.0,2945747.0,4310989.0,4206793.0,4206793.0
36895,Middle East & North Africa (excluding high income),MNA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,3922542.0,4010474.0,4096393.0,4171689.0,4202682.0,4264539.0,4298009.0,4329552.0,4355248.0,4357047.0,4357570.0,4273072.0,4215523.0,4147676.0,4042738.0,3970941.0,3900893.0,3842243.0,3559214.0,3350049.0,3271423.0,3324760.0,3296407.0,3225543.0,3194900.0,3191661.0,3219466.0,3222981.0,3221150.0,3150073.0,3041987.0,2506893.0,2478379.0,2472835.0,2736707.0,2600303.0,2388039.0,3205026.0,3137725.0,3121009.0,1792292.0,1842531.0,1453583.0,2641480.0,1805343.0,1655528.0,2970602.0,2903939.0,2903939.0
38045,Middle East & North Africa (IDA & IBRD),TMN,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,64.81556,64.85024,64.87142,64.91108,65.09144,65.04559,65.07255,65.0989,65.10555,65.15555,65.22378,65.77899,65.83313,65.89468,66.02072,66.07825,66.08109,66.04302,66.29125,66.93798,66.88712,67.52021,67.23228,66.69578,66.41858,66.10085,65.90803,65.45411,65.026,64.85706,64.58034,68.82009,68.27002,67.83955,64.56037,64.54525,64.99495,62.74124,62.51461,62.72179,67.72999,65.37062,67.36502,60.89513,64.26533,64.03118,59.21631,59.17429,59.17429
38046,Middle East & North Africa (IDA & IBRD),TMN,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,11138525.0,11399457.0,11650612.0,11877997.0,12027748.0,12188475.0,12293197.0,12392297.0,12467701.0,12490144.0,12515487.0,12470921.0,12321558.0,12144212.0,11879799.0,11687707.0,11481593.0,11295378.0,10538229.0,10110944.0,9857114.0,10212761.0,10035699.0,9660379.0,9488583.0,9389321.0,9416881.0,9302484.0,9182620.0,8935621.0,8580381.0,8030672.0,7799909.0,7679376.0,7711816.0,7324429.0,6813294.0,8593185.0,8361118.0,8363056.0,5544437.0,5312577.0,4445061.0,6747287.0,5044290.0,4595378.0,7274912.0,7104056.0,7104056.0
38047,Middle East & North Africa (IDA & IBRD),TMN,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,7219497.0,7392575.0,7557918.0,7710136.0,7829034.0,7928065.0,7999497.0,8067249.0,8117166.0,8138022.0,8163074.0,8203246.0,8111667.0,8002389.0,7843129.0,7723032.0,7587163.0,7459808.0,6985924.0,6768062.0,6593139.0,6895678.0,6747230.0,6443066.0,6302182.0,6206422.0,6206481.0,6088858.0,5971091.0,5795381.0,5541239.0,5526715.0,5325000.0,5209654.0,4978777.0,4727571.0,4428297.0,5391470.0,5226920.0,5245459.0,3755246.0,3472865.0,2994416.0,4108769.0,3241730.0,2942474.0,4307934.0,4203775.0,4203775.0
38048,Middle East & North Africa (IDA & IBRD),TMN,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,3829799.0,3919028.0,4006882.0,4092695.0,4167861.0,4198714.0,4260410.0,4293700.0,4325048.0,4350535.0,4352122.0,4352413.0,4267675.0,4209891.0,4141823.0,4036671.0,3964675.0,3894431.0,3835570.0,3552305.0,3342882.0,3263974.0,3317084.0,3288469.0,3217314.0,3186401.0,3182900.0,3210400.0,3213625.0,3211529.0,3140240.0,3039142.0,2503956.0,2474910.0,2469721.0,2733039.0,2596858.0,2384997.0,3201714.0,3134198.0,3117598.0,1789191.0,1839713.0,1450645.0,2638518.0,1802560.0,1652903.0,2966977.0,2900281.0,2900281.0
39198,Middle income,MIC,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,65.58875,65.51076,65.36756,64.9966,64.59385,64.06948,63.58256,63.0069,62.70703,62.22554,61.77156,61.32106,61.10705,62.35539,62.17639,61.89885,61.81419,61.89046,62.1593,61.91617,61.58013,61.27945,60.60479,62.45675,62.08638,62.11202,61.6747,61.09924,61.62458,61.05128,62.46221,61.61443,59.82026,61.14484,60.5751,59.55757,58.78913,58.91572,58.42426,57.91274,57.04064,56.79436,56.46343,55.74337,55.45826,55.45826
39199,Middle income,MIC,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,148938628.0,152073393.0,153861097.0,152810589.0,151939052.0,151617455.0,151776120.0,151274996.0,152182352.0,151874324.0,151759726.0,151281689.0,148135758.0,144577335.0,143256538.0,141345781.0,139272561.0,135934252.0,133520369.0,130800866.0,128403781.0,126252359.0,118284535.0,111247351.0,108990919.0,109996451.0,108567813.0,106444039.0,103130941.0,100985545.0,99886398.0,94232728.0,98756606.0,89353291.0,88823961.0,87907260.0,86650876.0,79749738.0,75775039.0,71159912.0,70358113.0,65088456.0,63218522.0,64011695.0,61811318.0,61811318.0
39200,Middle income,MIC,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,97686991.0,99624436.0,100575252.0,99321682.0,98143278.0,97140516.0,96503144.0,95313681.0,95429038.0,94504613.0,93744352.0,92767539.0,90521398.0,90151760.0,89071739.0,87491414.0,86090207.0,84130338.0,82995333.0,80986893.0,79071214.0,77366747.0,71686097.0,69481476.0,67668514.0,68321020.0,66958870.0,65036503.0,63554014.0,61652967.0,62391252.0,58060960.0,59076454.0,54634922.0,53805205.0,52355429.0,50941296.0,46985131.0,44271006.0,41210657.0,40132721.0,36966575.0,35695344.0,35682274.0,34279482.0,34279482.0
39201,Middle income,MIC,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,51251636.0,52448957.0,53285845.0,53488908.0,53795774.0,54476940.0,55272976.0,55961316.0,56753314.0,57369711.0,58015374.0,58514150.0,57614360.0,54425575.0,54184799.0,53854367.0,53182354.0,51803914.0,50525037.0,49813973.0,49332568.0,48885612.0,46598438.0,41765875.0,41322405.0,41675431.0,41608943.0,41407536.0,39576927.0,39332578.0,37495146.0,36171768.0,39680152.0,34718369.0,35018756.0,35551831.0,35709580.0,32764607.0,31504033.0,29949255.0,30225392.0,28121881.0,27523179.0,28329421.0,27531836.0,27531836.0
42657,Other small states,OSS,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,55.68484,55.60183,55.63851,55.6033,55.56409,55.56861,55.55794,55.24696,54.93677,54.83817,54.47214,54.50211,54.61596,54.69804,55.62173,55.4442,54.99533,54.58251,54.02833,53.65628,53.01709,52.64442,51.138,49.02045,48.50986,49.1761,50.70717,50.60039,49.7917,49.23477,49.35845,49.83046,48.21986,47.29868,46.72173,46.12491,46.12491
42658,Other small states,OSS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,460129.0,463542.0,469080.0,469753.0,468657.0,465824.0,469784.0,467855.0,472154.0,474046.0,480460.0,483890.0,480900.0,477414.0,472202.0,473769.0,481236.0,478749.0,481911.0,486367.0,492730.0,496131.0,533447.0,581389.0,583024.0,634966.0,659672.0,636063.0,626558.0,610017.0,590682.0,548617.0,550904.0,544556.0,536398.0,523084.0,523084.0
42659,Other small states,OSS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,256222.0,257738.0,260989.0,261198.0,260405.0,258852.0,261002.0,258476.0,259386.0,259958.0,261717.0,263730.0,262648.0,261136.0,262647.0,262678.0,264657.0,261313.0,260368.0,260966.0,261231.0,261185.0,272794.0,285000.0,282824.0,312251.0,334501.0,321850.0,311974.0,300341.0,291552.0,273378.0,265645.0,257568.0,250614.0,241272.0,241272.0
42660,Other small states,OSS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,203907.0,205804.0,208091.0,208555.0,208252.0,206972.0,208782.0,209379.0,212768.0,214088.0,218743.0,220160.0,218252.0,216278.0,209555.0,211092.0,216579.0,217436.0,221542.0,225400.0,231499.0,234946.0,260653.0,296390.0,300200.0,322714.0,325171.0,314212.0,314584.0,309677.0,299131.0,275239.0,285259.0,286988.0,285783.0,281812.0,281812.0
43810,Pacific island small states,PSS,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,,,,,,52.51664,52.38403,52.3707,52.32459,52.26079,52.21302,51.78029,51.37219,50.92587,50.44661,49.92221,49.48405,48.94101,48.2265,47.57488,47.03986,46.69812,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377,46.3377
43811,Pacific island small states,PSS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,,,,,,15261.0,15330.0,15207.0,15073.0,14912.0,14911.0,14871.0,14743.0,14608.0,14521.0,14501.0,14318.0,14197.0,14121.0,13969.0,13871.0,13661.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0,13483.0
43812,Pacific island small states,PSS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,,,,,,8015.0,8030.0,7964.0,7887.0,7793.0,7785.0,7700.0,7574.0,7439.0,7325.0,7239.0,7085.0,6948.0,6810.0,6646.0,6525.0,6380.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0,6248.0
43813,Pacific island small states,PSS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,,,,,,7246.0,7299.0,7243.0,7186.0,7119.0,7125.0,7171.0,7169.0,7169.0,7195.0,7262.0,7233.0,7249.0,7311.0,7323.0,7346.0,7282.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0,7236.0
46116,Pre-demographic dividend,PRE,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,,62.49769,62.45628,62.22991,62.06438,61.82632,61.57304,61.28847,61.04778,60.80295,60.4744,60.13571,59.8742,60.01081,60.28497,61.1811,60.70077,60.53714,60.14499,60.04785,59.67402,59.22559,59.69964,59.62517,59.41578,59.21928,58.75141,59.44857,59.30026,59.18827,58.42165,58.27358,57.73267,56.8598,56.48373,56.48373
46117,Pre-demographic dividend,PRE,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,,25957399.0,26107153.0,26580309.0,26969859.0,27519738.0,28488857.0,29443679.0,30141744.0,30785847.0,31761366.0,32255166.0,32677734.0,33714345.0,33886573.0,37273848.0,37911615.0,38451335.0,39249199.0,39986586.0,42072779.0,42189247.0,46741453.0,47675079.0,50379066.0,50454391.0,48931980.0,45953802.0,46300534.0,45798676.0,48675562.0,46497158.0,46289786.0,49440256.0,49893473.0,49893473.0
46118,Pre-demographic dividend,PRE,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,,16222775.0,16305555.0,16540902.0,16738676.0,17014440.0,17541454.0,18045579.0,18400866.0,18718704.0,19207494.0,19396873.0,19565531.0,20232250.0,20428512.0,22804551.0,23012644.0,23277337.0,23606425.0,24011085.0,25106517.0,24986832.0,27904480.0,28426347.0,29933115.0,29878729.0,28748229.0,27318878.0,27456338.0,27107445.0,28437065.0,27095558.0,26724328.0,28111630.0,28181694.0,28181694.0
46119,Pre-demographic dividend,PRE,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,,9734625.0,9801598.0,10039406.0,10231183.0,10505298.0,10947403.0,11398100.0,11740878.0,12067143.0,12553872.0,12858294.0,13112203.0,13482095.0,13458061.0,14469297.0,14898971.0,15173998.0,15642774.0,15975501.0,16966262.0,17202414.0,18836973.0,19248732.0,20445951.0,20575662.0,20183752.0,18634925.0,18844196.0,18691231.0,20238497.0,19401599.0,19565458.0,21328626.0,21711779.0,21711779.0
47269,Small states,SST,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,,,51.9349,51.91851,51.93405,51.98115,51.72847,51.51962,51.47262,51.22079,51.36748,51.56491,51.74024,52.64513,52.63679,52.33038,52.00472,51.56067,51.26118,50.7304,50.43191,49.28765,47.51171,47.09187,47.83643,49.27369,49.15209,48.49542,47.98574,48.09161,48.41945,46.95996,46.11352,45.57999,45.0241,45.0241
47270,Small states,SST,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,,,581688.0,579579.0,575438.0,578197.0,575128.0,578469.0,579287.0,584856.0,585615.0,579821.0,573376.0,562961.0,560169.0,566206.0,560909.0,561553.0,563909.0,568401.0,569756.0,606677.0,648978.0,649055.0,699288.0,723112.0,698287.0,688665.0,666766.0,646043.0,604537.0,606280.0,599346.0,590523.0,576676.0,576676.0
47271,Small states,SST,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,,,302099.0,300909.0,298848.0,300554.0,297505.0,298025.0,298174.0,299568.0,300816.0,298984.0,296666.0,296371.0,294855.0,296298.0,291699.0,289541.0,289066.0,288352.0,287339.0,299017.0,308340.0,305652.0,334514.0,356304.0,343223.0,333971.0,319952.0,310692.0,292713.0,284709.0,276379.0,269160.0,259643.0,259643.0
47272,Small states,SST,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,,,279589.0,278670.0,276590.0,277644.0,277623.0,280444.0,281113.0,285288.0,284799.0,280837.0,276710.0,266589.0,265314.0,269908.0,269210.0,272013.0,274843.0,280049.0,282417.0,307660.0,340637.0,343403.0,364774.0,366808.0,355064.0,354694.0,346813.0,335350.0,311823.0,321571.0,322966.0,321363.0,317033.0,317033.0
48422,South Asia,SAS,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,61.72145,61.67475,61.52874,61.33314,61.08171,60.79425,60.48789,60.14259,59.80629,59.44266,59.10587,58.78007,58.5217,61.54336,61.50791,61.41237,61.39153,61.70204,62.15407,61.94984,61.74729,61.54981,61.39189,64.14769,63.74751,63.26366,62.8286,62.17507,62.59289,61.92735,64.2662,63.83159,60.87759,62.96916,62.39547,60.99973,60.02594,59.74537,59.59807,58.82676,57.85277,57.36839,57.32808,56.59517,56.18872,56.18872
48423,South Asia,SAS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,80242191.0,82499159.0,83560802.0,84672065.0,85838166.0,87167428.0,88587217.0,89507291.0,90493547.0,91459051.0,92332949.0,92886981.0,93448160.0,94138527.0,93393413.0,92783848.0,92468422.0,90723180.0,89277983.0,88436717.0,87635245.0,86779849.0,86194840.0,79013596.0,77530185.0,76225893.0,75211478.0,73556580.0,71623639.0,69966825.0,68155122.0,64465056.0,66708573.0,58895380.0,56430322.0,56206901.0,54279506.0,51851337.0,48104399.0,45832362.0,43018396.0,39622152.0,38030274.0,36142473.0,34014845.0,34014845.0
48424,South Asia,SAS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,49526642.0,50881151.0,51413909.0,51932034.0,52431421.0,52992781.0,53584538.0,53832006.0,54120833.0,54365691.0,54574195.0,54599031.0,54687454.0,57936010.0,57444338.0,56980760.0,56767780.0,55978057.0,55489900.0,54786403.0,54112392.0,53412833.0,52916642.0,50685393.0,49423559.0,48223291.0,47254316.0,45733855.0,44831309.0,43328598.0,43800709.0,41149070.0,40610572.0,37085926.0,35209967.0,34286055.0,32581784.0,30978772.0,28669292.0,26961695.0,24887332.0,22730592.0,21802025.0,20454896.0,19112506.0,19112506.0
48425,South Asia,SAS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,30715549.0,31618008.0,32146893.0,32740031.0,33406745.0,34174646.0,35002679.0,35675286.0,36372713.0,37093360.0,37758754.0,38287950.0,38760706.0,36202517.0,35949075.0,35803088.0,35700643.0,34745123.0,33788082.0,33650314.0,33522854.0,33367017.0,33278198.0,28328203.0,28106626.0,28002602.0,27957162.0,27822725.0,26792331.0,26638226.0,24354414.0,23315986.0,26098001.0,21809454.0,21220355.0,21920845.0,21697722.0,20872565.0,19435108.0,18870667.0,18131064.0,16891560.0,16228250.0,15687577.0,14902338.0,14902338.0
49575,South Asia (IDA & IBRD),TSA,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,61.72145,61.67475,61.52874,61.33314,61.08171,60.79425,60.48789,60.14259,59.80629,59.44266,59.10587,58.78007,58.5217,61.54336,61.50791,61.41237,61.39153,61.70204,62.15407,61.94984,61.74729,61.54981,61.39189,64.14769,63.74751,63.26366,62.8286,62.17507,62.59289,61.92735,64.2662,63.83159,60.87759,62.96916,62.39547,60.99973,60.02594,59.74537,59.59807,58.82676,57.85277,57.36839,57.32808,56.59517,56.18872,56.18872
49576,South Asia (IDA & IBRD),TSA,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,80242191.0,82499159.0,83560802.0,84672065.0,85838166.0,87167428.0,88587217.0,89507291.0,90493547.0,91459051.0,92332949.0,92886981.0,93448160.0,94138527.0,93393413.0,92783848.0,92468422.0,90723180.0,89277983.0,88436717.0,87635245.0,86779849.0,86194840.0,79013596.0,77530185.0,76225893.0,75211478.0,73556580.0,71623639.0,69966825.0,68155122.0,64465056.0,66708573.0,58895380.0,56430322.0,56206901.0,54279506.0,51851337.0,48104399.0,45832362.0,43018396.0,39622152.0,38030274.0,36142473.0,34014845.0,34014845.0
49577,South Asia (IDA & IBRD),TSA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,49526642.0,50881151.0,51413909.0,51932034.0,52431421.0,52992781.0,53584538.0,53832006.0,54120833.0,54365691.0,54574195.0,54599031.0,54687454.0,57936010.0,57444338.0,56980760.0,56767780.0,55978057.0,55489900.0,54786403.0,54112392.0,53412833.0,52916642.0,50685393.0,49423559.0,48223291.0,47254316.0,45733855.0,44831309.0,43328598.0,43800709.0,41149070.0,40610572.0,37085926.0,35209967.0,34286055.0,32581784.0,30978772.0,28669292.0,26961695.0,24887332.0,22730592.0,21802025.0,20454896.0,19112506.0,19112506.0
49578,South Asia (IDA & IBRD),TSA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,30715549.0,31618008.0,32146893.0,32740031.0,33406745.0,34174646.0,35002679.0,35675286.0,36372713.0,37093360.0,37758754.0,38287950.0,38760706.0,36202517.0,35949075.0,35803088.0,35700643.0,34745123.0,33788082.0,33650314.0,33522854.0,33367017.0,33278198.0,28328203.0,28106626.0,28002602.0,27957162.0,27822725.0,26792331.0,26638226.0,24354414.0,23315986.0,26098001.0,21809454.0,21220355.0,21920845.0,21697722.0,20872565.0,19435108.0,18870667.0,18131064.0,16891560.0,16228250.0,15687577.0,14902338.0,14902338.0
50728,Sub-Saharan Africa,SSF,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,61.16672,61.05557,60.95049,60.71003,60.58136,60.30636,60.07386,59.73689,59.4237,59.06141,58.71144,58.27372,57.90674,57.91162,57.97024,58.71547,58.20192,60.08269,59.7181,59.91701,59.32267,58.86391,59.172,59.00827,58.9808,58.70668,58.10486,58.2103,58.06083,57.7132,57.33245,56.7352,56.08461,55.63899,55.31152,55.31152
50729,Sub-Saharan Africa,SSF,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,30943507.0,31594117.0,32000969.0,32724630.0,33301155.0,33914969.0,34723335.0,35693789.0,36430771.0,37193492.0,38255568.0,38948479.0,39584014.0,40844802.0,41236148.0,44840156.0,45505826.0,45006295.0,45684063.0,45055955.0,48017518.0,48195354.0,51574224.0,52460219.0,53136790.0,52992546.0,51201227.0,49991867.0,49898224.0,49946954.0,50244940.0,50587171.0,50776782.0,51398351.0,52062940.0,52062940.0
50730,Sub-Saharan Africa,SSF,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,18927130.0,19289969.0,19504748.0,19867133.0,20174294.0,20452884.0,20859649.0,21322358.0,21648512.0,21967000.0,22460394.0,22696727.0,22921811.0,23653888.0,23904692.0,26328110.0,26485262.0,27040992.0,27281656.0,26996179.0,28485274.0,28369669.0,30517500.0,30955866.0,31340506.0,31110166.0,29750399.0,29100418.0,28971322.0,28825985.0,28806654.0,28700733.0,28477958.0,28597523.0,28796804.0,28796804.0
50731,Sub-Saharan Africa,SSF,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,12016377.0,12304147.0,12496222.0,12857496.0,13126861.0,13462085.0,13863686.0,14371430.0,14782259.0,15226492.0,15795174.0,16251752.0,16662204.0,17190914.0,17331456.0,18512046.0,19020564.0,17965303.0,18402407.0,18059776.0,19532244.0,19825684.0,21056724.0,21504352.0,21796284.0,21882381.0,21450828.0,20891449.0,20926902.0,21120970.0,21438286.0,21886437.0,22298823.0,22800828.0,23266136.0,23266136.0
51881,Sub-Saharan Africa (excluding high income),SSA,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,61.17502,61.06407,60.95913,60.71856,60.58984,60.31465,60.08204,59.74487,59.4315,59.06902,58.71883,58.28085,57.91137,57.91614,57.97474,58.7198,58.20601,60.08717,59.72229,59.92115,59.32636,58.86744,59.1753,59.00999,58.98248,58.7083,58.10644,58.21186,58.06228,57.71452,57.33364,56.73627,56.08558,55.63987,55.31234,55.31234
51882,Sub-Saharan Africa (excluding high income),SSA,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,30921505.0,31572574.0,31979860.0,32703924.0,33280843.0,33895023.0,34703851.0,35674730.0,36412228.0,37175463.0,38238023.0,38931530.0,39570623.0,40831961.0,41223824.0,44828374.0,45494733.0,44996000.0,45674592.0,45047208.0,48009349.0,48187634.0,51566826.0,52454853.0,53131968.0,52988211.0,51197326.0,49988337.0,49895020.0,49944024.0,50242272.0,50584746.0,50774593.0,51396378.0,52061154.0,52061154.0
51883,Sub-Saharan Africa (excluding high income),SSA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,18916235.0,19279498.0,19494644.0,19857351.0,20164811.0,20443665.0,20850781.0,21313820.0,21640334.0,21959181.0,22452919.0,22689628.0,22915891.0,23648298.0,23899405.0,26323132.0,26480669.0,27036822.0,27277911.0,26992805.0,28482200.0,28366824.0,30514825.0,30953604.0,31338551.0,31108480.0,29748946.0,29099139.0,28970185.0,28824954.0,28805725.0,28699899.0,28477224.0,28596880.0,28796241.0,28796241.0
51884,Sub-Saharan Africa (excluding high income),SSA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,12005269.0,12293076.0,12485216.0,12846573.0,13116033.0,13451357.0,13853070.0,14360910.0,14771894.0,15216282.0,15785104.0,16241902.0,16654731.0,17183664.0,17324419.0,18505242.0,19014065.0,17959178.0,18396681.0,18054403.0,19527149.0,19820810.0,21052001.0,21501248.0,21793417.0,21879731.0,21448380.0,20889198.0,20924834.0,21119069.0,21436546.0,21884847.0,22297369.0,22799498.0,23264913.0,23264913.0
53034,Sub-Saharan Africa (IDA & IBRD),TSS,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,61.16672,61.05557,60.95049,60.71003,60.58136,60.30636,60.07386,59.73689,59.4237,59.06141,58.71144,58.27372,57.90674,57.91162,57.97024,58.71547,58.20192,60.08269,59.7181,59.91701,59.32267,58.86391,59.172,59.00827,58.9808,58.70668,58.10486,58.2103,58.06083,57.7132,57.33245,56.7352,56.08461,55.63899,55.31152,55.31152
