"CountryCode","SeriesCode","DESCRIPTION",
"PAN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PAN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PER","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PER","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PER","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PER","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PER","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PHL","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"PHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"PHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PLW","SP.DYN.CBRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.CDRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PLW","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PLW","SP.DYN.LE00.FE.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PLW","SP.DYN.TFRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.LE00.MA.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PNG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"PNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"POL","SP.DYN.CBRT.IN","Data source: Eurostat",
"POL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"POL","SP.DYN.CDRT.IN","Data source: Eurostat",
"POL","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Poland",
"POL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"POL","SP.POP.TOTL","Data source: Eurostat",
"POL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"POL","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Poland",
"POL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"POL","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Poland",
"PRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRI","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.POP.TOTL","Data source: U.S. Census Bureau, 1990 Census",
"PRI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRK","SG.POP.MIGR.FE.ZS","There were no data on international migrants for the country or area concerned and that the estimates presented were imputed.",
"PRK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRT","SP.DYN.CDRT.IN","Data source: Eurostat",
"PRT","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"PRT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PRT","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat",
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"PRT","SH.MMR.LEVE","Paid parental leave is available",
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","SP.POP.TOTL","Data source: Eurostat",
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PRY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PSE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.POP.AG01.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.FE.IN","Including East Jerusalem.",
"PSE","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.CDRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.POP.TOTL","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.DYN.TO65.FE.ZS","Including East Jerusalem.",
"PSE","SP.POP.AG02.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.FE.IN","Including East Jerusalem.",
"PSE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PSE","SP.POP.AG01.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG00.MA.IN","Including East Jerusalem.",
"PSE","SP.DYN.CBRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.POP.AG00.FE.IN","Including East Jerusalem.",
"PSE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.POP.AG05.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SP.POP.AG03.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.MA.IN","Including East Jerusalem.",
"PSE","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TO65.MA.ZS","Including East Jerusalem.",
"PSE","SG.POP.MIGR.FE.ZS","Including East Jerusalem.  Refugees are not part of the foreign-born migrant stock in the State of Palestine. Estimates were derived from data on the foreign-born population.",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PYF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PYF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PYF","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PYF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"QAT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"QAT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ROU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ROU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"ROU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"ROU","SP.POP.TOTL","Data source: Eurostat",
"ROU","SP.DYN.CBRT.IN","Data source: Eurostat",
"ROU","SP.DYN.CDRT.IN","Data source: Eurostat",
"ROU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ROU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","VC.IHR.PSRC.P5","Data refer to offences, not victims, of intentional homicide.",
"ROU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"RUS","SP.DYN.LE00.FE.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"RUS","SP.DYN.CBRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","SP.DYN.LE00.MA.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","NY.GDP.PCAP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"RUS","SP.DYN.CDRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","NY.GDP.PCAP.KD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"RUS","NY.GNP.PCAP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"RUS","SP.POP.TOTL","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","NY.GNP.PCAP.PP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"RUS","SP.DYN.TFRT.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"RWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"RWA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SAU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SAU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SAU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SG.POP.MIGR.FE.ZS","The estimates for 1990 to 2005 refer to Sudan and South Sudan. Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SDN","NY.GNP.PCAP.PP.CD","Excludes South Sudan after July 9, 2011.",
"SDN","NY.GNP.PCAP.CD","Excludes South Sudan after July 9, 2011.",
"SDN","NY.GDP.PCAP.KD","Excludes South Sudan after July 9, 2011.",
"SDN","SP.POP.TOTL","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","NY.GDP.PCAP.CD","Excludes South Sudan after July 9, 2011.",
"SDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SEN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SGP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SGP","SP.POP.TOTL","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.TFRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.CDRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.LE00.MA.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.FE.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SGP","SP.DYN.CBRT.IN","Data source: Department of Statistics Singapore",
"SLB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SLB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SLE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SLV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SMR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SMR","SP.DYN.CBRT.IN","Data source: Eurostat, United Nations Population and Vital Statistics Report",
"SMR","SP.DYN.TFRT.IN","Data source: Eurostat",
"SMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"SMR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SMR","SP.DYN.CDRT.IN","Data source: Eurostat, United Nations Population and Vital Statistics Report",
"SMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SOM","SG.POP.MIGR.FE.ZS","There were no data on international migrants for the country or area concerned and that the estimates presented were imputed. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SOM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SOM","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SOM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SOM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SRB","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SRB","SP.DYN.CDRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"SRB","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, INED, Statistical Office of the Republic of Serbia, United Nations World Population Prospects",
"SRB","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SRB","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, INED, Statistical Office of the Republic of Serbia, United Nations World Population Prospects",
"SRB","SP.POP.TOTL","Data source: Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note: Excluding Kosovo.",
"SRB","SG.POP.MIGR.FE.ZS","Including Kosovo. The estimates of migrant stock for 1990 to 2005 refer to Serbia and Montenegro. Estimates were derived from data on the foreign-born population.",
"SRB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SRB","SP.DYN.CBRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"SRB","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, INED, Statistical Office of the Republic of Serbia, United Nations World Population Prospects",
"SSD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SSD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SSD","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SSD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SSD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"STP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
